STUID,DOB,GENDER,ETHNICITYID,ETHNICITY,CITYID,CITY,DISTRICTID,DISTRICT,FEEDERID,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,BREAK,ENROLLEDSEMESTER,SEMESTERCREDITSATTEMPTED,SEMESTERCREDITSEARNED,SEMESTERPOINTS,SEMESTERGPA,COURSECODE,COURSETITLE,COURSEGRADE,COURSECREDITS,COURSEPOINTS,COURSEGPA,COMMENTS,CGPA
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2012-2,3.00,3.00,11.25,3.38,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2015-1,3.00,3.00,6.00,2.50,MATH3251,CALCULUS III,C,3.00,6.00,2.00,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2015-2,12.00,12.00,48.00,4.00,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2012-1,3.00,3.00,4.50,3.00,CMPS3151,TELECOMMUNICATION,D+,3.00,4.50,1.50,REPEAT,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2015-1,3.00,3.00,7.50,2.50,CMPS3111,PROGRAMMING LANGUAGES,C+,3.00,7.50,2.50,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2015-1,3.00,3.00,10.50,2.50,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2011-2,3.00,3.00,7.50,2.50,CMPS3012,MANAGEMENT INFORMATION SYSTEM,C+,3.00,7.50,2.50,REPEAT,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2012-1,3.00,3.00,7.50,3.00,CMPS4151,NETWORK ENGINEERING,C+,3.00,7.50,2.50,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2015-1,3.00,3.00,6.00,2.50,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2011-2,3.00,3.00,9.00,2.50,ENGL2105,COMMUNICATION SKILLS,B,3.00,9.00,3.00,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2012-1,3.00,3.00,7.50,3.00,CMPS3131,ADVANCED GUI PROGRAMMING,C+,3.00,7.50,2.50,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2015-1,3.00,3.00,9.00,2.50,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2015-1,3.00,3.00,6.00,2.50,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2011-2,3.00,3.00,7.50,2.50,CMPS3232,SYSTEMS ADMINISTRATION,C+,3.00,7.50,2.50,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2011-2,3.00,3.00,6.00,2.50,CMPS3272,SYSTEMS ENGINEERING,C,3.00,6.00,2.00,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2012-1,3.00,3.00,10.50,3.00,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B+,3.00,10.50,3.50,,3.04
3805,26/10/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/01/2012,BINT,Information Technology,13,Bachelor of Science,Graduated,11/02/2017,16/05/2016,-,2013-2,3.00,3.00,10.50,3.50,CMPS3012,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50,,3.04
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2010-1,3.00,3.00,9.00,2.75,CMPS2131,DATA STRUCTURES,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2010-1,3.00,3.00,9.00,2.75,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-2,3.00,3.00,11.25,3.10,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-2,3.00,3.00,7.50,3.10,CMPS3272,SYSTEMS ENGINEERING,C+,3.00,7.50,2.50,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-3,3.00,3.00,9.00,3.00,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2012-1,3.00,3.00,7.50,3.05,CMPS3151,TELECOMMUNICATION,C+,3.00,7.50,2.50,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2012-1,3.00,3.00,11.25,3.05,CMPS4211,ADVANCED PC REPAIR,A-,3.00,11.25,3.75,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-1,3.00,3.00,9.00,2.75,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-2,3.00,3.00,7.50,3.10,CMPS3252,ALGORITHMS,C+,3.00,7.50,2.50,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-2,3.00,3.00,9.00,3.10,ENGL2105,COMMUNICATION SKILLS,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2012-1,3.00,3.00,9.00,3.05,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2012-1,3.00,3.00,7.50,3.05,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2012-1,3.00,3.00,10.50,3.05,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-1,3.00,3.00,11.25,2.75,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-1,3.00,3.00,6.00,2.75,MATH3251,CALCULUS III,C,3.00,6.00,2.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-2,3.00,3.00,11.25,3.10,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A-,3.00,11.25,3.75,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2012-2,12.00,12.00,48.00,4.00,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2010-1,3.00,3.00,6.00,2.75,ENGL1025,COLLEGE ENGLISH II,C,3.00,6.00,2.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2010-1,3.00,3.00,9.00,2.75,MATH1151,ALGEBRA,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-1,3.00,3.00,6.00,2.75,CMPS3131,ADVANCED GUI PROGRAMMING,C,3.00,6.00,2.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-1,3.00,3.00,9.00,2.75,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00,,3.10
3825,29/06/1990,M,8,Creole,"53,222",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2013,13/05/2013,-,2011-1,3.00,3.00,4.50,2.75,MATH3151,LINEAR ALGEBRA,D+,3.00,4.50,1.50,REPEAT,3.10
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,10.50,3.42,CMPS4151,NETWORK ENGINEERING,B+,3.00,10.50,3.50,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-2,3.00,3.00,11.25,3.58,ENGL2105,COMMUNICATION SKILLS,A-,3.00,11.25,3.75,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-2,3.00,3.00,11.25,3.58,CMPS3252,ALGORITHMS,A-,3.00,11.25,3.75,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2011-1,3.00,3.00,9.00,3.50,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2011-1,3.00,3.00,12.00,3.50,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A,3.00,12.00,4.00,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2011-2,12.00,12.00,45.00,3.75,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-2,3.00,3.00,10.50,3.58,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2011-1,3.00,3.00,12.00,3.50,CMPS4191,ADVANCED WEB TECHNOLOGIES,A,3.00,12.00,4.00,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,10.50,3.42,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2011-1,3.00,3.00,9.00,3.50,CMPS4131,SOFTWARE ENGINEERING,B,3.00,9.00,3.00,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,9.00,3.42,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,11.25,3.42,CMPS3131,ADVANCED GUI PROGRAMMING,A-,3.00,11.25,3.75,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,9.00,3.42,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,11.25,3.42,MATH3251,CALCULUS III,A-,3.00,11.25,3.75,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-2,3.00,3.00,11.25,3.58,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A-,3.00,11.25,3.75,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-2,3.00,3.00,11.25,3.58,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-2,3.00,3.00,9.00,3.58,CMPS3272,SYSTEMS ENGINEERING,B,3.00,9.00,3.00,,3.55
3847,15/07/1990,M,12,Mayan,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2011-1,3.00,3.00,10.50,3.50,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B+,3.00,10.50,3.50,,3.55
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2010-1,3.00,3.00,12.00,3.50,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A,3.00,12.00,4.00,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2010-2,3.00,3.00,10.50,3.58,CMPS3232,SYSTEMS ADMINISTRATION,B+,3.00,10.50,3.50,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2010-2,3.00,3.00,10.50,3.58,CMPS3272,SYSTEMS ENGINEERING,B+,3.00,10.50,3.50,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2011-1,3.00,3.00,11.25,3.70,CMPS4211,ADVANCED PC REPAIR,A-,3.00,11.25,3.75,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2011-2,3.00,3.00,11.25,3.38,CMPS3252,ALGORITHMS,A-,3.00,11.25,3.75,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2010-2,3.00,3.00,11.25,3.58,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2011-1,3.00,3.00,12.00,3.70,CMPS3151,TELECOMMUNICATION,A,3.00,12.00,4.00,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2011-2,3.00,3.00,9.00,3.38,ENGL2105,COMMUNICATION SKILLS,B,3.00,9.00,3.00,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2015-2,12.00,12.00,48.00,4.00,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2010-1,3.00,3.00,10.50,3.50,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2011-1,3.00,3.00,9.00,3.70,MATH3251,CALCULUS III,B,3.00,9.00,3.00,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2014-1,3.00,3.00,11.25,3.75,MATH3151,LINEAR ALGEBRA,A-,3.00,11.25,3.75,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2011-1,3.00,3.00,12.00,3.70,CMPS3131,ADVANCED GUI PROGRAMMING,A,3.00,12.00,4.00,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2011-1,3.00,3.00,11.25,3.70,CMPS4151,NETWORK ENGINEERING,A-,3.00,11.25,3.75,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2015-1,3.00,3.00,10.50,3.75,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B+,3.00,10.50,3.50,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2010-1,3.00,3.00,9.00,3.50,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2013-2,3.00,3.00,11.25,3.75,CMPS4181,MOBILE APPLICATION DEVELOPMENT,A-,3.00,11.25,3.75,,3.69
3865,20/08/1992,M,12,Mayan,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,11/06/2016,16/05/2016,-,2015-1,3.00,3.00,12.00,3.75,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A,3.00,12.00,4.00,,3.69
3883,26/02/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,10.50,3.54,CMPS3131,ADVANCED GUI PROGRAMMING,B+,3.00,10.50,3.50,,3.67
3883,26/02/1990,M,13,Mestizo,"52,133",BENQUE VIEJO DEL CARMEN,393,CAYO,164,UNIVERSITY OF BELIZE,16/08/2010,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2012,22/05/2012,-,2010-1,3.00,3.00,11.25,3.54,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75,,3.67
